FilmID,ReviewID,SentenceID,Sentence,Label
13,4,23,"njihov legitimitet tada ne proizlazi iz istine, nego odluke.",1
12,3,26,ovdje dolazimo do prvog ne i jedinog problema filma – već sada je najavljena redateljska verzija u trajanju od četiri sata koja će se pojaviti na streaming servisu “apple plus”.,2
13,3,15,triet vješto izbjegava melodramu i velike obrate svojstvene holivudskim filmovima ovog žanra (nadajmo se da nećemo gledati takav remake ove drame) i fokusira se na unutrašnje posljedice suđenja na svoju junakinju koja nam i na kraju filma ostaje u velikoj mjeri jednom enigmatskom figurom.,0
6,1,45,"sve se to narativno uklopilo u akciju koja ne komplicira previše radnju, i gdje velike i moćne sekvence djeluju prirodno uz ono što je srce samog filma, spoj romantike i komedije koja se oslanja na zaraznu kemiju između dvoje glavnih protagonista.",0
17,5,29,"nakon toga on je pokušao pljačku predmeta koji bi je mogao vratiti u život, formirajući tim sa čarobnjakom amaterom simonom i odmetnikom forgom, ali ga je forg izdao zarobio mu kćer i zatvorio ih u tamnicu.",1
33,1,25,"ona (ni)je preživjela svoj brutalni izbor, ali je možda više gledamo kao imigranticu, a ne kao (povlaštenog) zarobljenika u logoru smrti.",1
21,1,29,"malo toga u filmu redatelja ruperta sandersa vrijedno je spomena, radnja je kaotična, glumački dvojac, većinom, ne funkcionira i “vrana”, vjerojatno, neće dugo ostati u razgovorima ljubitelja filma.",2
19,2,23,riječ je o izgledu pojedinih računalno stvorenih protagonista i naoružanja.,1
6,1,30,"i baš zato sve to skupa jako dobro i uvjerljivo djeluje, posebice kada svemu tome dodate nevjerojatnu kemiju koju ima s partnericom emily blunt koja je očaravajuće šarmantna, karizmatična i komična.",0
10,6,27,on je ovdje da bi pomogao i pomoći će koliko mu je to u moći.,1
12,7,22,tu je scott možda previše zagazio u potenciranje intimnog odnosa to dvoje dočim je film nazvao i propagirao pod nazivom napoleon.,2
28,1,29,"nervozan, tjeskoban i duboko mračan film koji ne nudi grama optimizma, ali, bez obzira na sve navedeno, gledatelj neće odustati.",1
22,2,13,film o ukletim kućama i nije neka novost.,2
28,2,7,nesretno je skončala kada se 11. 9. 2001. vraćala s odmora iz massatchusettsa u los angeles i to baš onim avionom koji se namjerno zaletio u sjeverni toranj world trade centera u new york cityju.,1
15,1,10,početak filma vraća nas u davna vremena i pokazuje kako je funkcionirao hranidbeni lanac.,1
10,5,2,"redatelj fede álvarez donosi novi, svježi pristup klasičnoj priči o preživljavanju i borbi protiv opasnih vanzemaljaca, što je fanove dodatno uzbudilo.",0
10,5,24,"likovi su slojeviti, s osobnim pričama koje dodaju emocionalnu težinu radnji, zbog čega publika još dublje suosjeća s njima.",0
2,2,15,"iako nevoljko, vraća se na posao kako bi ‘pridonijela društvu‘ te se slučajno pridružuje tinderu.",1
20,2,16,"kao i u svakom stripovskom filmu, humor je podložan subjektivnim ocjenama.",1
32,1,65,"poput morske vile (ne i „murine“) u sinjem moru, podsjeća nas na beskrajno ljeto i nudi nadu.",1
26,1,15,"on je neimenovani lik na početku i cijela je priča prezentirana kroz njegovu perspektivu; nasuprot njega je mladi muškarac, musliman, koji laže da nema dokumente, svjestan da ako otkrije svoj pravi identitet – čeka ga sigurna smrt.",1
17,2,12,"edgin i holga okupljaju vlastitu skupinu avanturista dodajući svojim redovima još jednog bivšeg suradnika, nesigurnog čarobnjaka simona i druidicu doric, a svoje usluge će im ustupiti i paladin xenk.",1
36,1,16,"u početku se čini kako će povezanost oca i sina imati veću ulogu u filmu no redatelj se, nakon uvoda, fokusira na odnos blakea i članova njegove obitelji.",1
12,1,19,"ridley, teniskim rječnikom, jednako dobro igra na svim filmskim podlogama.",0
26,3,16,"file rouge između ovog filma i čovjeka, naravno, ubojstvo je iz niskih, „šovinističko-nacionalističkih“ (premda je primjerena i riječ: fašistoidnih) pobuda.",1
14,1,21,"proći će još 12 godina prije nego što se ponovno čuju: nora je udana za kolegu pisca arthura, muškarca iz uvodne scene.",1
10,4,26,"iako je početno istraživanje napuštene renesanse smetlara tiha, napeta stvar, odmah ispod površine, možete osjetiti álvarezovu ruku kako uspostavlja prostor poput djeteta koje bez daha pokazuje sve svoje igračke prije nego što se odluči s kojom želi podijeliti ti prvi.",0
33,1,22,"(njegov, a zapravo stvarni) wladiszlaw szpilman je preživio holokaust u varšavskom getu, ali je poslije imao (koliko izvori kažu) – normalan život.",1
6,1,3,"leitch je postao sinonim za akciju prvenstveno kroz film „john wick“ kojeg je režirao zajedno s kolegom kaskaderom chadom stahelskim, a što je obojici bio dugometražni prvijenac.",0
33,1,7,"u redu, malo manje rata u sebi je imao i (također sa intermezzom) legendarni lawrence od arabije (ali to je ipak jedan od temeljnih filmova), a nikad nećemo zaboraviti (ne samo po dužini) ni legendarnu – apokalipsu danas, kao ni epsko – lirski (cca 200 min.) doktor živago, koji je ostao zameten ispod snjegova kilimanjaro-a (da ga ruska mafija, ne bi pronašla).",1
6,4,5,"“o, da.",1
22,2,26,po tim navedenim stavkama  možemo ga donekle usporediti sa zemeckisovim filmom ovdje.,1
10,2,12,"nadu u optimizam nudi i suradnja koju je alvarez imao s ridleyjem scottom kao producentom filma, dok mu je james cameron dao i neke jako korisne savjete kada je u pitanju scenarij.",0
11,3,29,"na takvoj fotografiji ljudima je oduzeta ljudskost, a fotografi postaju paparazzi koji riskiraju vlastitu glavu za pet minuta slave.",2
12,1,21,"jer, čak i ako niste veliki filmofil, zasigurno su vam poznate kultne scene poput stvorenja koje izbija iz prsa u filmu alien ili trenutak kada se thelma i louise voze prema litici.",0
36,1,2,"priča o čudovištima iz universala počela je prije više od stotinjak godina – desetljećima je “universal” isporučivao horor filmove u kojima su gledatelje plašili, između ostalih, frankenstein čudovište i drakula.",1
23,2,11,"i doista, kad im otvori vrata, pomalo nesiguran, u simpatičnom šarenom džemperu te ih pozove na pitu od borovnice koju upravo priprema njegova supruga, grantov gospodin reed čini se kao dobroćudni školski profesor, odnosno laka meta za mlade mormonke koje žele proširiti svoju vjersku zajednicu.",1
6,1,44,"ali, koliko god i taj dio bio zanimljiv, moram priznati kako sam još više uživao u trenucima kada su gosling i blunt bili zajedno na (podijeljenom) ekranu, bez obzira na to što su im i solo trenuci bili također akcijski zabavni.",0
14,1,10,u pozadini čujemo promatrače koji se pitaju na koji način su povezani - jesu li muškarac i žena par ili su u krvnom srodstvu?,1
17,4,1,"edgin darvis bio je član elitne jedinice harfista, koja je branila kontinent faerûn.",1
12,3,1,nevjerojatnu vitalnost pokazuju redateljski veterani hollywooda.,0
6,2,9,"colt je jedan od onih likova kojega ne možete ne voljeti, jednostavno zauzme cijelu situaciju u kojoj se nađe.",0
3,1,33,"i sada, kada smo nahvalili one dijelove koji su bili stvarno izvrsni, treba istaknuti ono što u filmu nije dobro.",1
28,2,23,"perkins se u plašenju i šokiranju gledatelja ne koristi jeftinim trikovima, poput onih starih fora s prozorima i ogledalima.",1
12,3,22,bonaparte nije mogao ili znao zadovoljiti suprugu – ona je bijeg od napoleona tražila u drugom muškarcu.,1
10,6,43,"sve od mračnijih aspekata filma do muzike koja je u filmu, te mu je ovo definitivno najbolji film koji je napravio do sada.",0
11,3,44,"na temelju prikazanog, moglo bi biti nešto i od nje.",0
30,1,6,oni postaju osumnjičeni u istrazi koja će donijeti iznenađujuća otkrića….,1
9,2,45,"na mnoge površinske načine, madame web se doima kao sonyjev doctor strange.",1
12,1,34,"na taj način sam osjetio prirodnost ne samo trenutka, već i likova koje gledamo, uključujući, što je najbitnije, i samog napoleona.",0
33,1,1,"trivija podaci o filmu „the brutalist“ nam kažu kako je, sa ukupno 3 sata i 34 minute (ovisi kako netko računa), ovo peti najduži film nominiran za „oscara“ za najbolji film i to, nakon: „kleopatre“ (1963., 4 sata i 8 minuta), „zameo ih vjetar“ (1939., 3 sata i 46 minuta ), „lawrencea od arabije“ (1962., 3 sata i 42 minute) te „deset zapovijedi“ (1956., 3 sata i 40 minuta).",1
31,1,37,"na jedan atipičan i nadasve originalan način, flow prezentira unikatnu priču kakvu nismo vidjeli, kombinirajući sjajnu temeljitost svojih autora s atmosferom kakva se rijetko viđa i koja naprosto očarava.",0
33,1,24,"naime, sophie (legendarna meryl streep) ili sofija je preživjela auschwitz i poslije je došla u ameriku.",1
20,1,1,prije nekoliko dana objavljeno je kako novi spider-man film stiže za nešto manje od dvije godine.,1
37,1,1,"ako pogledamo karijeru legendarnog francisa forda coppole (rođ.1939., većinom dalje u tekstu: ffc), možemo je podijeliti na dva dijela.",1
12,7,24,"također se proširio glas kako je film ""akcić"" pa se i stoga nameće neko retoričko pitanje: je li film više akcijski napumpan ili ne?",1
21,1,12,"mladi je glumac preminuo na snimanju što je filmu osiguralo dodatnu dimenziju – film o povratku iz mrtvih u kojem je na snimanju poginuo glavni glumac, zvijezda u usponu, sin poznatog oca koji je također umro mlad.",1
2,1,14,i on.,1
36,1,20,"u trenucima film postaje home invasion horor, ali se radnja odigrava u divljoj šumi oregona.",1
26,3,59,"namah ovako izvučeni, stereotipi pravovjernog trijumfalističkog nacional-diskursa, govore o dubokoj traumi koju su po hr-bitak izazvala zbivanja proteklog rata.",1
39,1,11,radnja počinje nešto manje od dva stoljeća (točnije 183. godine) prije događaja u trilogiji “gospodar prstenova”.,1
28,1,14,"koristeći neugodnu glazbu te nagle i iznenadne rezove, skrivajući izgled dugonogog do, otprilike, polovice filma te poigravajući se s gledateljevim strpljenjem i percepcijom, perkins, unatoč brutalnim scenama zadržava gledateljevu pažnju i znatiželju.",0
11,1,16,"uvodne minute prikazuju teroristički napad na civile – novinarske fotografije i kamera svjedoci su masakra, ali i uvod u ono što gledatelja očekuje tijekom čitavog filma.",1
38,2,25,"sve su to neke vrste problema za koje ona misli da dolaze od trauma iz djetinjstva, čak odlazi na određene psihoanalize i testove, no u konačnici shvaća da je u pitanju isključivo požuda u kojoj ona maksimalno uživa i koja mora biti prisutna tijekom seksualnog odnosa.",1
11,3,16,"ali takva tema zahtjeva jedan finiji, nijansiraniji, a možda i upečatljiviji pristup.",2
31,1,27,"također, svi životinjski zvukovi u filmu su prirodni jer je dizajner zvuka, gurwal coïc-gallas, želio autentične glasove u filmu pa je snimao sve životinje kako se one zaista glasaju, uz izuzetak vodenpraseta, čiji je prirodni glas bio previše neugodan za film pa je umjesto toga korišten glas mladunčeta deve.",1
38,2,52,"ipak, ono što mogu sa sigurnošću reći jest da je glumica i scenaristica, a odnedavno i redateljica, halina reijn, na dobrom putu.",0
6,2,53,mozak na pašu kako se kaže.,1
31,1,28,"tomu treba pridodati i sedam sati glazbe koja je komponirana, a samo 50 minuta kojih je korišteno u samom filmu.",1
26,1,58,"bio je hrvat, kaštelanin, ubili su ga četnici, ali ne pamte ga ni hrvatska, ni njegov kaštel novi, jer je živio u beogradu i jer je bio oficir jna.",1
33,1,115,"ljudi ne zaboravljaju pa ni laszlo toth, u završnoj sceni, u staračkim kolicima, nikada nije zaboravio, što je sve prošao – u ratnoj europi ili obećanoj americi.",1
11,3,14,"naravno, nije da nema antiratnih filmova koja tematiziraju ludost rata.",1
32,2,8,"već sa svojih osamnaest samouvjereno i bezbrižno kreće se gradom kojim znatiželjno dominira, naoružana ljepotom koja će svakoga odmah zadiviti.",1
38,2,2,"erotika je nešto što rijetko danas gledamo na filmskim platnima, a klasici poput “sirovih strasti”, “9 i pol tjedana”, “kobna privlačnost”, “razotkrivanje”, “sliver” ili “oči širom zatvorene” teško da se mogu ponoviti.",1
13,4,44,"i ne samo to, čak i sudski proces koji je glavni dio filma, napetost gradi dubinskom karakterizacijom likova i njihovih veza, umjesto da se oslanja na jeftine preokrete.",0
20,3,7,"tokom filma, venom i eddie brock se bore da prežive.",1
11,3,13,ponajviše zbog činjenice da je neizmjerno licemjerno reći da su ideali za koje ljudi stradavaju lažni.,1
8,2,27,"što se tiče scenarija, oni se svojim likovima nisu previše duboko bavili.",2
19,2,19,spomenuti detalj je tek jedan od nekoliko važnijih događaja u filmu kojeg je redatelj brzo i bez dramatike prikazao.,2
29,1,6,"reggie živi s vječito napušenim vlasnikom dougom i, iz njegove perspektive, život je lijep.",1
16,4,9,svjedok reyesova ubojstva bio je i njegov sin.,1
28,2,28,"naime film započinje citatom, ne biblijskim ili filozofskim, nego ni manje ni više nego citatom autora marca bolana, gitariste i pjevača grupe t.rex.",1
17,5,31,"nakon što uspiju da pobjegnu iz zatvora edgin i helga, formiraju novi tim koji će preuzeti ploču za uskrnuće sa simonom  i doric.",1
14,3,5,dvanaest godina kasnije sticajem okolnosti njih dvoje ponovo stupaju u kontakt i uspostavljaju komunikaciju kao da se nikada nisu razdvajali.,1
38,2,31,"no, s druge strane sam svjestan da je naglasak bio na erotici i da bi svaki drugi ishod mogao smanjiti napetost koju su imale ove seksulane igrice tijekom filma.",1
12,1,45,"ulogu josephine u filmu je portretirala meni prekrasna vanessa kirby, a koju sam prvi put primijetio u filmu „pieces of a woman“.",1
20,3,1,tom hardy izlazi posljednji put sa svojim 'prijateljem' venomom u filmu venom: the last dance.,1
32,2,26,"njezina filmografija nije prebogata, nastupi u tek dvije tv serije (beyond passion, 2020., red mirror, 2022.).",1
3,1,12,taj dramski sukob o kojem govorimo dobro je postavljen i jasno je da se radi o sukobu svjetova u cjelini.,0
24,2,22,film se poigrava s izrazito grafičkim scenama uz pomoć clay motion tehnike animacije.,0
13,5,5,"s jedne strane, radnja filma vrti se oko sudskog postupka u kojemu se pokušavaju utvrditi okolnosti koje su dovele do neobične smrti člana jedne obitelji.",1
6,2,23,"uz svu tu akciju ne smijemo zaboraviti na slatke ljubavne dijelove filma koji imaju malene, ali čvrste temelje s početka.",0
10,6,22,"kao što sam naveo, loše odluke likova će biti ono što će presuditi u kojem će smjeru priča otići.",1
16,4,3,posebno kada se nastavci nižu kao na traci bez posebnih zanimljivosti kada je o radnji riječ.,2
12,1,16,glavni razlog mog optimizma krio se u činjenici kako je ridley jedan od rijetkih redatelja kojeg ne možete smjestiti u samo jednu kategoriju po pitanju određenog žanra.,0
6,2,30,da ne spominjem sigurnije za kaskadere.,1
6,2,13,"u ovom slučaju kaskader vrlo dobro odaje počast svim kaskaderima ikad, bili oni ljudi ili životinje.",0
24,1,15,"zajedno s filmskim iznenađujućim objašnjenjem unutar svijeta za odsutnost maitlandovih, čini se da je nastavak stalno na rubu promišljenijeg i refleksivnijeg pristupa smrtnosti, iako se cik-cak udaljava od ovoga.",0
32,1,20,"redatelj paolo sorrentino je stvorio svoje filmsko ime, kao i specifični stil.",1
10,2,1,"kad bih radio listu omiljenih redatelja mlađe generacije, onda bi mi fede alvarez definitvno bio u samom vrhu.",0
24,1,18,te se niti radnje ne sudaraju toliko koliko se jednostavno dodiruju zbog slučajnosti.,1
1,1,11,"sophie svojim izgledom i karizmom baš odgovara profilu femme fatale koju će portretirati u „companion“, dok će joj društvo činiti jack quaid kao josh koji je također pokazao svojoj horor potencijal u filmu “vrisak” iz 2022. godine.",0
37,1,35,"međutim, štekalo je u (pred)produkciji i onda se dogodio 11. 09. (2001.) i to je pokopalo projekt za još dva desetljeća.",1
23,1,29,glumac koji je karijeru (sa)gradio na ulogama u romantičnim komedijama/dramama  briljira u ulozi jezivog i elokventnog reeda.,0
19,1,16,"tako bi neizbježni nastavak ili spin-off serijala „pedeset nijansi sive” mogao dati novac zlostavljanim ženama, marvelov film o echo mogao bi biti velika pomoć ugroženoj urođeničkoj zajednici u americi, „the batman 2” mogao bi, poput brucea waynea, financirati sirotišta.",1
10,5,18,"rain i andy pristaju na misiju, i grupa kreće u svoj opasan poduhvat.",1
34,1,14,"film redatelja juliusa onaha pravi je, posebno u početnih sat i nešto vremena, politički triler uz nekoliko akcijskih scena.",0
2,3,21,"jer ona je predana majka, vodi borbene razgovore s billyjevim učiteljem prirodnih znanosti g. wallikerom (chiwetel ejiofor), koji ne nudi mnogo utjehe o životu poslije markove smrti.",1
3,1,15,"međutim, ako očekujete nekakav epski clash tih dvaju svjetova, razočarat ćete se jer toga nema i to je ono gdje film lomi tradicionalnu formulu.",2
26,3,18,"(ili se vrte kroz circulus vitiosus „loše beskonačnosti“, kako bi to spekulativno odredio hegel).",1
38,1,15,glavna tema “požude” nije velika razlika u godinama fatalna između ljubavnika između.,1
20,1,22,zgodna ideja koja rijetko funkcionira i zbog koje se gubi dinamika i ozbiljnost filma.,2
28,3,37,jasno je vidljiva i karakterizacija lika koji je zapravo prilično izgubljen u realnom svijetu i događajima kojima je sudionik.,0
20,3,5,"međutim, ovaj teaser je brzo odbačen jer venom/eddie biva prebačen natrag u svoj svemir.",1
26,1,6,"festivala mediteranskog filma u splitu, gdje je prikazan prije filma jedina zemlja (eng. no other land), dokumentarca koji je dobio čak dvije nagrade na ovogodišnjem berlinaleu, što potvrđuje status popularnog fmfs-a kao jednog od najvažnijih filmskih eventova u hrvatskoj.",1
19,3,4,prvih 30 do 45 minuta aquaman and the lost kingdom filmski su ekvivalent ovog fenomena.,2
16,4,22,"momoina izvedba često je prenaglašena, iritantna.",2
8,1,4,"nevjerojatne, ali istinite takve su priče često inspiracija filmašima različitih generacija – jedna od takvih priča je nevjerojatna sudbina saturacijskog ronioca chrisa lemonsa.",1
19,2,22,tijekom filma mogu se prepoznati utjecaji poznatih filmova iz prošlosti na stvaranje “izgubljenog kraljevstva” .,1
13,3,5,"spolovi su zamijenjeni, ovdje je u pitanju književnica (briljantna sandra hüller koju pamtimo iz “toni erdmann”) čiji suprug stradava u sumnjivom padu, a mi gledatelji zajedno s njezinim slabovidnim sinom danielom pokušavamo otkriti je li za samuelovu smrt kriva sandra.",1
11,3,28,uzrok toga vjerojatno je isti onaj na kojeg sam se osvrnuo na početku osvrta.,1
12,3,35,"film ridleyja scotta puno minuta posvetio je ljubavnoj priči napoleona i josephine, ali nije zaboravio razlog zbog kojih je bonaparte postao i ostao poznat.",1
6,3,32,kemija između glavnih glumaca može se osjetiti u svakoj zajedničkoj sceni – oni su blunt i gosling – istovremeno su colt i jody.,0
11,2,24,"ovo nije što bi bilo kad bi bilo, ovo je što će biti ako nastavimo u istom smjeru podjele društva u razne crvene i plave tabore.",1
26,1,61,"ne pamti ga nijedan preživjeli, jer nikoga nije spasio.",1
7,2,4,"no, bolje bi bilo reći kako trump jednostavno osporava svaki dio filma koji ga ne prikazuje u najboljem mogućem svijetlu.",1
22,1,15,"iako nisu neviđene, glavne su postavke filma vrlo zanimljive, efektne i, većinom, dobro realizirane.",0
26,3,15,"možda najzapaženiji dosadašnji takav mu film, svakako je bila srbenka (2018), film o pripremi kazališne predstave olivera frljića, a koja se bavi slučajem ubojstva zagrebačke obitelji zec.",1
17,2,3,ima tog intelektualnog vlasništva koje i u ovo vrijeme u kojem su ekranizacije stripova postale glavnim izvorom zarade na kinoblagajnama nikako ne polazi za rukom postići očekivani uspjeh.,1
26,2,8,"mladić nema dokumente i to znači samo jedno, vojska će ga odvesti iako je više nego očito da je riječ o nepravdi o kojoj nitko ne bi smio šutjeti, a kamoli je dopustiti.",1
14,5,12,"“‘past lives’ je veličanstveni film za sastanke, i film za svaku priliku. kao i uvijek sa ovakvim filmovima, postoji dodatno zadovoljstvo u istraživanju koliko je nora iskoristila svoj prošli život.  to se mora vidjeti”, naveli su.",0
12,7,23,"bilo bi možda bolje da je film nazvao ""napoleon i josephine - nikad ispričana priča"".",2
17,1,9,"ruku na srce, postoji i igrani film snimljen 2000. godine, no riječ je o ispodprosječnom ispljuvku koji ne zaslužuje vašu pažnju.",2
35,1,2,"film u koji je uloženo otprilike 25 milijuna dolara uspio je zaraditi više od puno skupljih projekata (istina, “rizičan let” je tijekom prošlog vikenda premijerno prikazan dok su ostali teškaši duže vrijeme vrijeme u distribuciji, ali rezultat “rizičnog leta” je i više nego solidan za prvi vikend prikazivanja) koji su trenutačno u ponudi američkih kino dvorana.",1
20,4,12,"na svom putovanju nađu vremena za karaoke u kombiju s izvanzemaljcima opsjednutim martinom i njegovom obitelji, divan ponovni susret s gospođom chen i spašavanje pasa od meksičkih gangstera.",1
24,1,5,"svaki put kad lydia uoči crno-bijelo prugasto odijelo, na trenutke joj se pojavi bljesak nemrtvog bio-egzorcista i seksualne štetočine betelgeuse, koji ju je pokušao nasilno oženiti u prvom filmu.",1
10,6,15,"što se glumaca tiče, rain i andy (david jonsson) imaju odličnu dinamiku.",0
21,1,19,"filmu nedostaje mračan, noirovski ugođaj  – nekoliko vizualnih bravura ipak je nedovoljno za film u trajanju od gotovo dva sata.",2
37,1,53,"katilina je bio bivši pristaša diktatora (lucija kornelija) sule, a poznati je ciceronov citat iz tog vremena, koji kaže: quousque tandem abutere, catilina, patientia nostra? (dokle ćeš, katilino, zlorabiti strpljivost našu?).",1
13,2,3,"naime, sandra je uspješna spisateljica, no njihov razgovor vrlo brzo bude ometen.",1
33,1,30,"corbet (prije poznatiji kao mladi glumac, npr. u hanekeovoj američkoj verziji funny games ili u von trierovoj melankoliji) je, uz „brutalista“, dosad režirao dva (široj publici možda i ne jako poznata) filma: „the childhood of a leader“ (s robert pattinsonom i taj film o usponu fašizma je imao pozitivne kritike) i „vox lux“ (natalie portman, jude law; taj musical film je podbacio na kino blagajnama, ali kritike i nisu bile tako loše).",1
24,2,16,film po tom pitanju pokušava kombinirati kaotičnost crtića s jednostavnijom pričom filma.,1
32,2,29,u prosincu prošle godine objavljeno je da je jedna od dobitnica nagrade david rivelazioni italiane – italian rising stars (nagrada za “nadolazeće glumačke zvijezde”).,1
12,1,78,"napoleon je film koji vizualno ostavlja gledatelja bez daha, ali ono što tu vizualnost čini posebno moćnom definitivno je prikaz unutarnjeg stanja napoleona, bilo da se radi o pobjedi ili porazu.",0
20,1,10,"kako bi dokazali nevinost kreću prema new yorku – istovremeno negdje u svemiru u tko-zna-kojem svemiru zli knull šalje sluge, moćne ksenofage diljem svemira kako bi pronašli kodeks – ključ njegove slobode.",1
9,1,23,"tu je zlikovac koji se zove ezekiel sims i uopće nema pošteno zlikovačko ime (daj mi nešto prijeteće poput megatron, darth vader, lord voldemort, a ne ekvivalent eugena šimića), ali i cassie webb koja ima moć predviđanja budućih događaja pa tako nastoji spriječiti nesreću i zapravo ju svojim radnjama skrivi.",2
13,4,30,"no isto tako, izmišljamo i druge jer uvijek postoji raskorak između onoga kakva je osoba i kakvom je mi doživljavamo.",1
37,1,70,"no, ovdje je ipak nešto drugo slučaj.",1
23,2,16,"ne pomaže ni učen i duhovit monolog o povijesti religija i međusobnoj sličnosti njihovih narativa, kao i sličnosti s narativima suvremenih kulturnih fenomena.",1
30,1,2,"patolog fero vraća se kući – nakon razvoda dolazi na rab, otok na kojem je proveo djetinjstvo i dio mladosti.",1
17,5,11,jedva čekamo da ga vidimo kao forgea fletchera u dungeons & dragons honor among thieves.,0
38,2,30,dosadno do bola!,2
3,1,17,"u tom je pogledu jako važna i interakcija davida i benjija s ostalim likovima koji se nalaze na istom proputovanju s njima, a kroz koju se ogledaju kako njih dvojica, tako i svijet oko njih.",1
2,3,4,i ovoga puta tumači ju simpatična renée zellweger a ljubavne jade joj donose chiwetel ejiofor i leo woodall.,0
22,1,32,"“prisutnost” je neobičan film koji se, unatoč nekoliko problema koje nije tijekom gledanja teško razotkriti, vješto poigrava sa žanrovima i stvara neobičan, zanimljiv i efektan doživljaj gledanja.",0
10,2,14,"čini mi se kako se alvarez želio vratiti staroj školi horora, a uz sve to povezati elemente trilera koji je krasio nastavak, a posebice treći, za mene nedovoljno hvaljeni fincherov „alien 3“.",0
13,4,26,"kad sam odrasla, shvatila sam da je to mjesto za fikciju i mjesto gdje se te dvije fikcije bore: fikcija tužitelja i fikcija branitelja.“",1
19,2,16,upravo takav dojam ostavlja i gledanje “izgubljenog carstva”.,2
28,1,11,"no, istražitelji nikako ne mogu ući u trag dugonogom – jedan od najvažnijih razloga je činjenica kako (izuzetak su spomenute poruke) nema dokaza kako je dugonogi u trenucima ubojstava bio u domovima stradalih…",1
31,1,5,"ako želite znati što se u filmu događa, pročitajte prethodni paragraf.",1
13,5,30,"anatomija pada pokušava ispraviti naše unaprijed zadane temelje tako što dostavlja priču koja po svim pravilima mora imati zaključak i moralan sud, a oni su jedino što na kraju izostaje.",1
19,2,20,wan je prilično angažiran oko očuvanja planeta odnosno globalnog zatopljenja.,1
13,4,31,"zbog toga niti tužitelj niti branitelj neće prikazati sandru kakva jest, već tek jedan njen dio preko kojega će porotnici (a i mi) dati sud kakva je osoba i je li mogla ubiti muža.",1
37,1,59,"to bi možda bio solidna usporedba, ili npr. krimi – drama sidney lumeta – night falls on manhattan, u kojoj je glumio andy garcia, richard dreyfuss, ian holm, lena olin, james gandolfini.",1
26,3,25,zemlji koju je film reprezentirao?,1
6,2,43,njih dvojica funkcioniraju poput lonca i poklopca.,0
20,2,4,"venom je prema tom prvobitnom planu trebalo da se pojavi u filmu the amazing spider-man 3, koji ipak nikada nije realiziran zbog loših rezultata drugog djela.",1
6,2,1,sjećam se dobrih starih filmova i akcije koje su ti filmovi imali.,1
26,3,32,"svi suputnici iz njegovog kupea, naravno, bivaju uznemireniji nego inače.",1
28,1,16,"da, pomalo kontradiktorno, ali u slučaju “sakupljača duša” potpuno funkcionalno i očekivano.",1
16,2,10,"pored već poznatih likova, tu je i nekoliko novih: alan ritchson, brie larson i daniela melchior su potencijalni novi članovi porodice.",1
12,3,33,napoleon bonaparte jedna je od najpoznatijih i najvažnijih figura u povijesti.,1
37,1,12,"naravno, taj dio karijere (iz 60-ih) nam je (većinom) manje poznat, jer, prije svega, ffc-a pamtimo po – 1970-im godinama.",1
20,3,16,"rhys ifans, kao martin, čovjek opsjednut vanzemaljcima, krade nekoliko scena.",0
26,3,42,"iako bi po svim pravilima (ne-ljudske!) običajnosti i vojnim regulama, tomo trebao ostati pošteđen, vlak će nastaviti putovanje bez njega, a kamera se zakratko fokusira na mjesto na kojem je do dolaska ratnih zločinaca dotični mirno sjedio.",1
31,1,42,"gledajući retrospektivno, nema puno filmova u posljednjih 25 godina (da ne idemo sad predaleko, jer biti među najboljima u 25 godina dovoljno je referentna činjenica da vas se svrsta među najbolje ikada) koji su na ovaj način prezentirali svoju superiornost, tako da su svi superlativi s kojima opisujemo flow sasvim opravdani.",0
13,4,54,"ali ako niste jedni od onih koji više puta gledaju filmove, i jedno gledanje će vam biti dovoljno da vidite zašto je film pobrao silne lovorike.",0
6,1,38,"ljubavni odnos dvoje protagonista u tom je smislu metafora, fizičkog i emotivnog, a što još uvjerljivije djeluje kroz odličan odabir soundtracka koji samo dodaje onaj „feel good“ osjećaj koji vas preplavi nakon izlaska iz kina.",0
16,2,25,"montaža je vrlo bitna pojedinost u svakom filmu, pa tako i u ovim, pogotovo za akcijske sekvence.",1
29,2,4,"ali jednom kada se reggie spoji s bostonskim terijerom koji puno priča i psuje bugom, lutalicom koji voli svoju slobodu i vjeruje da su vlasnici za naivčine, reggie konačno shvaća da je bio u toksičnoj vezi i počinje doživljavati douga kao bezosjećajnog ljigavca kakav je.",1
22,2,7,"na čelu obitelji je majka rebekah, koja je upletena u neke mutne poslove s financijama.",1
25,1,10,nakon trećeg spoja sa scottom ostaje trudna i na svijet dolazi austin zvan auz-man (jacob laval).,1
17,1,13,"nemoralan način bogaćenja rezultirao je obiteljskom tragedijom i smrti edginove supruge, zbog čega on i njegova družina pristaju na rizičnu krađu strogo čuvanog blaga.",1
20,3,15,"osim eddieja i venoma, marcel također ulazi u podzaplete, dopuštajući sporednim likovima da ostvare utjecaj.",0
5,2,30,"priroda djeluje autentično, detalji su izvedeni majstorski i dok je film stiliziran, animacija je toliko fluidna i čista da film djeluje potpuno prirodno.",0
28,2,38,ta čudna podudarnost je perkinsa motivirala da t.rexe ubaci kao lajtmotiv svog filma.,1
22,1,19,drugi važan dio “prisutnosti” je način na koji gledatelj prati događaje u kući – većina minuta snimljena je iz prvog lica odnosno priču pratimo iz gledišta duha koji je prisutan u kući.,1
